Vacancy,Salary,Company,English,OperatingMode,ManagementMethods,Region,Education_Высшее,Education_Не требуется,Education_Среднее,WorkExperience_Более 6 лет,WorkExperience_Нет опыта,WorkExperience_От 1 года до 3 лет,WorkExperience_От 3 до 6 лет
1432,199500.0,2174,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1428,150000.0,1409,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
287,50000.0,1770,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
240,100000.0,515,Не требуется,Полная занятость,agile; kanban; scrum,48,False,True,False,False,False,False,True
50,90000.0,1345,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1428,150000.0,2314,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
509,200000.0,1623,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1203,100000.0,28,Не требуется,Полная занятость,scrum; waterfall,48,False,True,False,False,False,True,False
120,100000.0,296,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
9,40000.0,1210,Требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
28,100000.0,1386,Не требуется,Полная занятость,agile; kanban; scrum,48,False,True,False,False,False,True,False
1034,120000.0,2528,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
146,150000.0,485,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1455,400000.0,1950,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1700,250000.0,279,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
35,120000.0,96,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
510,100000.0,2092,Требуется,Полная занятость,agile; scrum,48,False,False,True,False,False,True,False
45,80000.0,719,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1270,120000.0,2342,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
198,80000.0,2415,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
330,150000.0,1281,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
87,3000.0,426,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
93,120000.0,55,Требуется,Полная занятость,agile; scrum; waterfall,48,True,False,False,False,False,True,False
1640,200000.0,624,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1560,200000.0,771,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1664,100000.0,497,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
87,150000.0,410,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1455,400000.0,1425,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
847,100000.0,1022,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1732,300000.0,4,Не требуется,Полная занятость,agile; waterfall,48,False,True,False,False,False,False,True
10,90000.0,1735,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1819,250000.0,1004,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1232,120000.0,396,Не требуется,Полная занятость,scrum,48,False,True,False,False,False,True,False
1455,230000.0,1665,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1180,120000.0,2307,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
94,80000.0,731,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1477,450000.0,110,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
900,100000.0,235,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
91,6000.0,161,Не требуется,Полная занятость,agile; kanban; scrum; waterfall,48,False,True,False,False,False,False,True
1455,185000.0,1544,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
87,180000.0,400,Не требуется,Полная занятость,agile; scrum,48,False,True,False,False,False,True,False
1455,100000.0,1484,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
164,75000.0,2395,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1640,100000.0,241,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1640,100000.0,424,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
132,50000.0,448,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1077,80000.0,1639,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1640,190000.0,769,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
87,100000.0,511,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
45,35000.0,286,Не требуется,Полная занятость,agile; waterfall,48,False,True,False,False,True,False,False
39,120000.0,67,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1640,180000.0,1675,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
263,170000.0,1921,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
127,150000.0,687,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1632,200000.0,543,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1455,200000.0,2394,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1640,450000.0,514,Не требуется,Полная занятость,agile; scrum,48,False,True,False,True,False,False,False
900,200000.0,1938,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1455,300000.0,965,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1455,300000.0,1272,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
253,50000.0,174,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1426,300000.0,958,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
72,100000.0,273,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,250000.0,1243,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
325,100000.0,1869,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1938,150000.0,1878,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1011,60000.0,1586,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1723,90000.0,218,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1863,280000.0,502,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1787,150000.0,847,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
875,60000.0,2181,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1646,120000.0,619,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
181,200000.0,1947,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1472,120000.0,2468,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1532,250000.0,2139,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
969,110000.0,1964,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1532,100000.0,1709,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1164,100000.0,1312,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1120,150000.0,1767,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1194,60000.0,638,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1927,100000.0,205,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1799,150000.0,1283,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
651,110000.0,2468,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1554,250000.0,33,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
738,90000.0,814,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
193,100000.0,515,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
411,2000.0,0,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1345,150000.0,336,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1566,150000.0,1436,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1647,150000.0,2238,Не требуется,Полная занятость,scrum; lean,48,False,True,False,False,False,True,False
458,80000.0,344,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
182,100000.0,1603,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1674,200000.0,755,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1703,120000.0,1473,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
278,130000.0,2168,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1000,150000.0,43,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
18,100000.0,41,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
215,250000.0,1107,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
413,100000.0,796,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1457,130000.0,695,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
897,300000.0,1165,Не требуется,Полная занятость,Не указаны,48,False,True,False,True,False,False,False
1590,100000.0,2033,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1695,100000.0,384,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
82,150000.0,4,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
650,100000.0,1166,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1354,100000.0,1264,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
648,130000.0,1773,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
430,150000.0,212,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1801,60000.0,337,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
975,150000.0,2373,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1319,100000.0,379,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1595,200000.0,998,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1789,100000.0,1821,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1584,130000.0,2043,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1455,100000.0,728,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1768,150000.0,329,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
266,130000.0,1508,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
293,90000.0,922,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1565,250000.0,1806,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
715,150000.0,1824,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
275,40000.0,1850,Не требуется,Стажировка,Не указаны,48,True,False,False,False,True,False,False
1314,60000.0,2417,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
684,100000.0,1832,Требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
603,86000.0,1828,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
493,50000.0,1871,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1702,80000.0,257,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
730,100000.0,370,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1684,150000.0,705,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1464,120000.0,2473,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
645,60000.0,2527,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1332,120000.0,1745,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1905,100000.0,2376,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
139,80000.0,812,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1887,90000.0,836,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1379,150000.0,1584,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
125,100000.0,2002,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1790,150000.0,1231,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
610,80000.0,2466,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
955,150000.0,2373,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1586,250000.0,568,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
367,180000.0,1316,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
920,100000.0,91,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1290,85000.0,2169,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1294,80000.0,985,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1706,120000.0,678,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1627,120000.0,558,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1943,55000.0,97,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1858,160000.0,2485,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1246,100000.0,423,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
646,250000.0,481,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
661,200000.0,2489,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
156,130000.0,531,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1108,200000.0,1779,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1830,150000.0,1204,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
257,100000.0,1641,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1504,150000.0,259,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1382,130000.0,367,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1072,30000.0,1645,Не требуется,Частичная занятость,Не указаны,48,False,True,False,False,False,True,False
1532,180000.0,699,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1291,150000.0,722,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
713,70000.0,2131,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1208,80000.0,2376,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1720,200000.0,1381,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1551,120000.0,1352,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
456,110000.0,118,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1357,300000.0,1277,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1516,130000.0,589,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
422,160000.0,1002,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1239,100000.0,879,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
996,120000.0,2485,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
421,100000.0,1343,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
607,150000.0,1490,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
696,300000.0,1017,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1468,195000.0,2360,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1387,150000.0,756,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1396,100000.0,1962,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1276,90000.0,1541,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1614,200000.0,1278,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1762,120000.0,1434,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1791,190000.0,2215,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
376,200000.0,567,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1521,100000.0,1343,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1544,200000.0,221,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1667,150000.0,1902,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1497,100000.0,1070,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1007,90000.0,800,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1177,100000.0,1567,Требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
1550,150000.0,590,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1806,300000.0,1624,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1205,55000.0,1491,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1829,150000.0,1028,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
867,60000.0,1259,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
315,50000.0,1600,Не требуется,Частичная занятость,Не указаны,48,False,True,False,False,True,False,False
1582,150000.0,1818,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1671,60000.0,960,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1376,100000.0,2205,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
423,150000.0,2257,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1896,150000.0,1542,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1499,450000.0,2066,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
558,100000.0,289,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
727,60000.0,1758,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1908,100000.0,1695,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
140,100000.0,812,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
660,120000.0,2049,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
799,80000.0,1424,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
904,120000.0,1432,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1434,100000.0,1619,Не требуется,Полная занятость,scrum,48,False,True,False,False,False,False,True
1351,120000.0,2331,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
383,200000.0,654,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1522,250000.0,1585,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
380,200000.0,47,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1629,200000.0,930,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1525,150000.0,1696,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1508,250000.0,882,Не требуется,Полная занятость,Не указаны,48,False,True,False,True,False,False,False
877,100000.0,2158,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1851,120000.0,1296,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
414,120000.0,748,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1855,100000.0,1561,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1358,100000.0,26,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1677,170000.0,422,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
389,150000.0,368,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
424,100000.0,576,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
591,70000.0,2457,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
642,150000.0,1593,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1881,50000.0,325,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1855,300000.0,1170,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1817,100000.0,305,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,False,True
67,1500.0,85,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1580,300000.0,2210,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
573,100000.0,418,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
899,100000.0,2199,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1783,200000.0,722,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
60,100000.0,1329,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1268,100000.0,744,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1613,200000.0,2198,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1001,50000.0,295,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
395,175000.0,2110,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1526,150000.0,1661,Не требуется,Полная занятость,Не указаны,48,False,True,False,True,False,False,False
1364,200000.0,1843,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1451,150000.0,610,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
468,60000.0,1906,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1663,80000.0,1149,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
750,100000.0,177,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1476,250000.0,988,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
584,90000.0,487,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1930,100000.0,1304,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
375,130000.0,2190,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1734,200000.0,3,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
541,120000.0,966,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1849,150000.0,688,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1892,150000.0,2243,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
374,200000.0,739,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
388,350000.0,1700,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
753,63000.0,2249,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
141,100000.0,812,Требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1861,200000.0,1763,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
628,200000.0,2518,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1868,150000.0,946,Не требуется,Полная занятость,Не указаны,48,False,False,True,True,False,False,False
892,70000.0,944,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
1395,170000.0,840,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1510,300000.0,1018,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1882,100000.0,1049,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
993,130000.0,1355,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1473,100000.0,2120,Не требуется,Полная занятость,Не указаны,48,True,False,False,True,False,False,False
1506,200000.0,665,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
370,120000.0,566,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1773,120000.0,1774,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
405,100000.0,1538,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1622,90000.0,860,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
420,130000.0,907,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
570,290000.0,936,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1583,500000.0,1310,Не требуется,Проектная работа,Не указаны,48,False,False,True,False,False,True,False
1714,130000.0,2112,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1404,120000.0,2088,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,True,False,False
1489,100000.0,1255,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1579,130000.0,722,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
806,100000.0,770,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
724,120000.0,1920,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
379,250000.0,1206,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1812,150000.0,580,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1163,100000.0,1312,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1597,300000.0,1654,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1280,70000.0,2426,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,True,False,False
1626,140000.0,73,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,True,False,False
1193,100000.0,686,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1282,70000.0,699,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1597,150000.0,843,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1765,150000.0,1482,Не требуется,Полная занятость,Не указаны,48,False,False,True,True,False,False,False
163,80000.0,2327,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1869,150000.0,2485,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1247,80000.0,1692,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1327,70000.0,2375,Требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1816,250000.0,995,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
701,70000.0,2077,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1628,85000.0,1923,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,True,False,False
382,220000.0,740,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
1514,200000.0,1090,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
1945,170000.0,2329,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1712,100000.0,1915,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
1722,150000.0,1976,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
1568,100000.0,1544,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
396,150000.0,2511,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,True,False
24,100000.0,111,Требуется,Полная занятость,Не указаны,48,False,True,False,False,False,True,False
170,70000.0,1341,Не требуется,Полная занятость,Не указаны,48,False,True,False,False,False,False,True
662,150000.0,2493,Не требуется,Полная занятость,Не указаны,48,False,False,True,False,False,True,False
1517,230000.0,2125,Не требуется,Полная занятость,Не указаны,48,True,False,False,False,False,False,True
